title,pubdate,id,authors,categories,search,abstract,source,hf_upvotes,displaydate
Using LLMs to Capture Users' Temporal Context for Recommendation,2025-08-11 22:48:31+00:00,http://arxiv.org/abs/2508.08512v1,"Milad Sabouri, Masoud Mansoury, Kun Lin, Bamshad Mobasher","cs.IR, cs.AI",games,"Effective recommender systems demand dynamic user understanding, especially in complex, evolving environments. Traditional user profiling often fails to capture the nuanced, temporal contextual factors of user preferences, such as transient short-term interests and enduring long-term tastes. This paper presents an assessment of Large Language Models (LLMs) for generating semantically rich, time-aware user profiles. We do not propose a novel end-to-end recommendation architecture; instead, the core contribution is a systematic investigation into the degree of LLM effectiveness in capturing the dynamics of user context by disentangling short-term and long-term preferences. This approach, framing temporal preferences as dynamic user contexts for recommendations, adaptively fuses these distinct contextual components into comprehensive user embeddings. The evaluation across Movies&TV and Video Games domains suggests that while LLM-generated profiles offer semantic depth and temporal structure, their effectiveness for context-aware recommendations is notably contingent on the richness of user interaction histories. Significant gains are observed in dense domains (e.g., Movies&TV), whereas improvements are less pronounced in sparse environments (e.g., Video Games). This work highlights LLMs' nuanced potential in enhancing user profiling for adaptive, context-aware recommendations, emphasizing the critical role of dataset characteristics for practical applicability.",arxiv,0,2025-08-11
Multi-Agent Game Generation and Evaluation via Audio-Visual Recordings,2025-08-01 13:45:13+00:00,http://arxiv.org/abs/2508.00632v1,Alexia Jolicoeur-Martineau,"cs.AI, cs.MA, cs.MM",games,"While AI excels at generating text, audio, images, and videos, creating
interactive audio-visual content such as video games remains challenging.
Current LLMs can generate JavaScript games and animations, but lack automated
evaluation metrics and struggle with complex content that normally requires
teams of humans working for many months (multi-shot, multi-agents) using assets
made by artists. To tackle these issues, we built a new metric and a
multi-agent system.
  We propose AVR-Eval, a relative metric for multimedia content quality using
Audio-Visual Recordings (AVRs). An omni-modal model (processing text, video,
and audio) compares the AVRs of two contents, with a text model reviewing
evaluations to determine superiority. We show that AVR-Eval properly identifies
good from broken or mismatched content.
  We built AVR-Agent, a multi-agent system generating JavaScript code from a
bank of multimedia assets (audio, images, 3D models). The coding agent selects
relevant assets, generates multiple initial codes, uses AVR-Eval to identify
the best version, and iteratively improves it through omni-modal agent feedback
from the AVR.
  We run experiments on games and animations with AVR-Eval (win rate of content
A against B). We find that content generated by AVR-Agent has a significantly
higher win rate against content made through one-shot generation. However,
models struggle to leverage custom assets and AVR feedback effectively, showing
no higher win rate. This reveals a critical gap: while humans benefit from
high-quality assets and audio-visual feedback, current coding models do not
seem to utilize these resources as effectively, highlighting fundamental
differences between human and machine content creation approaches.",,0,2025-08-01
RMTBench: Benchmarking LLMs Through Multi-Turn User-Centric Role-Playing,2025-07-27 16:49:47+00:00,http://arxiv.org/abs/2507.20352,"Hao Xiang, Tianyi Tang, Yang Su, Bowen Yu, An Yang, Fei Huang, Yichang Zhang, Yaojie Lu, Hongyu Lin, Xianpei Han, Jingren Zhou, Junyang Lin, Le Sun",,games,"Recent advancements in Large Language Models (LLMs) have shown outstanding
potential for role-playing applications. Evaluating these capabilities is
becoming crucial yet remains challenging. Existing benchmarks mostly adopt a
character-centric approach, simplify user-character interactions to
isolated Q&A tasks, and fail to reflect real-world applications. To address
this limitation, we introduce RMTBench, a comprehensive user-centric
bilingual role-playing benchmark featuring 80 diverse characters and over 8,000
dialogue rounds. RMTBench includes custom characters with detailed backgrounds
and abstract characters defined by simple traits, enabling evaluation across
various user scenarios. Our benchmark constructs dialogues based on explicit
user motivations rather than character descriptions, ensuring alignment with
practical user applications. Furthermore, we construct an authentic multi-turn
dialogue simulation mechanism. With carefully selected evaluation dimensions
and LLM-based scoring, this mechanism captures the complex intention of
conversations between the user and the character. By shifting focus from
character background to user intention fulfillment, RMTBench bridges the gap
between academic evaluation and practical deployment requirements, offering a
more effective framework for assessing role-playing capabilities in LLMs. All
code and datasets will be released soon.",hf,0,2025-07-27
"Test-Time-Matching: Decouple Personality, Memory, and Linguistic Style
  in LLM-based Role-Playing Language Agent",2025-07-22 17:47:44+00:00,http://arxiv.org/abs/2507.16799,"Xiaoyu Zhan, Xinyu Fu, Hao Sun, Yuanqi Li, Jie Guo, Yanwen Guo",,games,"The rapid advancement of large language models (LLMs) has enabled
role-playing language agents to demonstrate significant potential in various
applications. However, relying solely on prompts and contextual inputs often
proves insufficient for achieving deep immersion in specific roles,
particularly well-known fictional or public figures. On the other hand,
fine-tuning-based approaches face limitations due to the challenges associated
with data collection and the computational resources required for training,
thereby restricting their broader applicability. To address these issues, we
propose Test-Time-Matching (TTM), a training-free role-playing framework
through test-time scaling and context engineering. TTM uses LLM agents to
automatically decouple a character's features into personality, memory, and
linguistic style. Our framework involves a structured, three-stage generation
pipeline that utilizes these features for controlled role-playing. It achieves
high-fidelity role-playing performance, also enables seamless combinations
across diverse linguistic styles and even variations in personality and memory.
We evaluate our framework through human assessment, and the results demonstrate
that our method achieves the outstanding performance in generating expressive
and stylistically consistent character dialogues.",hf,0,2025-07-22
"Who Does What in Deep Learning? Multidimensional Game-Theoretic
  Attribution of Function of Neural Units",2025-06-24 15:50:35+00:00,http://arxiv.org/abs/2506.19732v1,"Shrey Dixit, Kayson Fakhar, Fatemeh Hadaeghi, Patrick Mineault, Konrad P. Kording, Claus C. Hilgetag","cs.LG, cs.AI",games,"Neural networks now generate text, images, and speech with billions of
parameters, producing a need to know how each neural unit contributes to these
high-dimensional outputs. Existing explainable-AI methods, such as SHAP,
attribute importance to inputs, but cannot quantify the contributions of neural
units across thousands of output pixels, tokens, or logits. Here we close that
gap with Multiperturbation Shapley-value Analysis (MSA), a model-agnostic
game-theoretic framework. By systematically lesioning combinations of units,
MSA yields Shapley Modes, unit-wise contribution maps that share the exact
dimensionality of the model's output. We apply MSA across scales, from
multi-layer perceptrons to the 56-billion-parameter Mixtral-8x7B and Generative
Adversarial Networks (GAN). The approach demonstrates how regularisation
concentrates computation in a few hubs, exposes language-specific experts
inside the LLM, and reveals an inverted pixel-generation hierarchy in GANs.
Together, these results showcase MSA as a powerful approach for interpreting,
editing, and compressing deep neural networks.",,0,2025-06-24
AI-Generated Game Commentary: A Survey and a Datasheet Repository,2025-06-17 07:04:51+00:00,http://arxiv.org/abs/2506.17294v1,"Qirui Zheng, Xingbo Wang, Keyuan Cheng, Yunlong Lu, Wenxin Li","cs.CL, cs.AI, cs.LG",games,"AI-Generated Game Commentary (AIGGC) has gained increasing attention due to
its market potential and inherent technical challenges. As a comprehensive
multimodal Natural Language Processing (NLP) task, AIGGC imposes substantial
demands on language models, including factual accuracy, logical reasoning,
expressive text generation, generation speed, and context management. In this
paper, we introduce a general framework for AIGGC and present a comprehensive
survey of 45 existing game commentary dataset and methods according to key
challenges they aim to address in this domain. We further classify and compare
various evaluation metrics commonly used in this domain. To support future
research and benchmarking, we also provide a structured datasheet summarizing
the essential attributes of these datasets in appendix, which is meanwhile
publicly available in an open repository.",,0,2025-06-17
Abstract Counterfactuals for Language Model Agents,2025-06-03 14:44:26+00:00,http://arxiv.org/abs/2506.02946v1,"Edoardo Pona, Milad Kazemi, Yali Du, David Watson, Nicola Paoletti",cs.LG,games,"Counterfactual inference is a powerful tool for analysing and evaluating
autonomous agents, but its application to language model (LM) agents remains
challenging. Existing work on counterfactuals in LMs has primarily focused on
token-level counterfactuals, which are often inadequate for LM agents due to
their open-ended action spaces. Unlike traditional agents with fixed, clearly
defined action spaces, the actions of LM agents are often implicit in the
strings they output, making their action spaces difficult to define and
interpret. Furthermore, the meanings of individual tokens can shift depending
on the context, adding complexity to token-level reasoning and sometimes
leading to biased or meaningless counterfactuals. We introduce \emph{Abstract
Counterfactuals}, a framework that emphasises high-level characteristics of
actions and interactions within an environment, enabling counterfactual
reasoning tailored to user-relevant features. Our experiments demonstrate that
the approach produces consistent and meaningful counterfactuals while
minimising the undesired side effects of token-level methods. We conduct
experiments on text-based games and counterfactual text generation, while
considering both token-level and latent-space interventions.",,0,2025-06-03
Strategic Dialogue Assessment: The Crooked Path to Innocence,2025-06-01 22:07:20+00:00,http://arxiv.org/abs/2506.01195v3,"Anshun Asher Zheng, Junyi Jessy Li, David I. Beaver",cs.CL,games,"Language is often used strategically, particularly in high-stakes, adversarial settings, yet most work on pragmatics and LLMs centers on cooperativity. This leaves a gap in the systematic understanding of strategic communication in adversarial settings. To address this, we introduce SDA (Strategic Dialogue Assessment), a framework grounded in Gricean and game-theoretic pragmatics to assess strategic use of language. It adapts the ME Game jury function to make it empirically estimable for analyzing dialogue. Our approach incorporates two key adaptations: a commitment-based taxonomy of discourse moves, which provides a finer-grained account of strategic effects, and the use of estimable proxies grounded in Gricean maxims to operationalize abstract constructs such as credibility. Together, these adaptations build on discourse theory by treating discourse as the strategic management of commitments, enabling systematic evaluation of how conversational moves advance or undermine discourse goals. We further derive three interpretable metrics-Benefit at Turn (BAT), Penalty at Turn (PAT), and Normalized Relative Benefit at Turn (NRBAT)-to quantify the perceived strategic effects of discourse moves. We also present CPD (the Crooked Path Dataset), an annotated dataset of real courtroom cross-examinations, to demonstrate the framework's effectiveness. Using these tools, we evaluate a range of LLMs and show that LLMs generally exhibit limited pragmatic understanding of strategic language. While model size shows an increase in performance on our metrics, reasoning ability does not help and largely hurts, introducing overcomplication and internal confusion.",arxiv,0,2025-06-01
KORGym: A Dynamic Game Platform for LLM Reasoning Evaluation,2025-05-20 16:06:32+00:00,http://arxiv.org/abs/2505.14552v2,"Jiajun Shi, Jian Yang, Jiaheng Liu, Xingyuan Bu, Jiangjie Chen, Junting Zhou, Kaijing Ma, Zhoufutu Wen, Bingli Wang, Yancheng He, Liang Song, Hualei Zhu, Shilong Li, Xingjian Wang, Wei Zhang, Ruibin Yuan, Yifan Yao, Wenjun Yang, Yunli Wang, Siyuan Fang, Siyu Yuan, Qianyu He, Xiangru Tang, Yingshui Tan, Wangchunshu Zhou, Zhaoxiang Zhang, Zhoujun Li, Wenhao Huang, Ge Zhang","cs.CL, cs.AI, cs.LG",games,"Recent advancements in large language models (LLMs) underscore the need for more comprehensive evaluation methods to accurately assess their reasoning capabilities. Existing benchmarks are often domain-specific and thus cannot fully capture an LLM's general reasoning potential. To address this limitation, we introduce the Knowledge Orthogonal Reasoning Gymnasium (KORGym), a dynamic evaluation platform inspired by KOR-Bench and Gymnasium. KORGym offers over fifty games in either textual or visual formats and supports interactive, multi-turn assessments with reinforcement learning scenarios. Using KORGym, we conduct extensive experiments on 19 LLMs and 8 VLMs, revealing consistent reasoning patterns within model families and demonstrating the superior performance of closed-source models. Further analysis examines the effects of modality, reasoning strategies, reinforcement learning techniques, and response length on model performance. We expect KORGym to become a valuable resource for advancing LLM reasoning research and developing evaluation methodologies suited to complex, interactive environments.",arxiv,0,2025-05-20
"STORY2GAME: Generating (Almost) Everything in an Interactive Fiction
  Game",2025-05-06 14:00:41+00:00,http://arxiv.org/abs/2505.03547v1,"Eric Zhou, Shreyas Basavatia, Moontashir Siam, Zexin Chen, Mark O. Riedl",cs.AI,games,"We introduce STORY2GAME, a novel approach to using Large Language Models to
generate text-based interactive fiction games that starts by generating a
story, populates the world, and builds the code for actions in a game engine
that enables the story to play out interactively. Whereas a given set of
hard-coded actions can artificially constrain story generation, the ability to
generate actions means the story generation process can be more open-ended but
still allow for experiences that are grounded in a game state. The key to
successful action generation is to use LLM-generated preconditions and effects
of actions in the stories as guides for what aspects of the game state must be
tracked and changed by the game engine when a player performs an action. We
also introduce a technique for dynamically generating new actions to
accommodate the player's desire to perform actions that they think of that are
not part of the story. Dynamic action generation may require on-the-fly updates
to the game engine's state representation and revision of previously generated
actions. We evaluate the success rate of action code generation with respect to
whether a player can interactively play through the entire generated story.",,0,2025-05-06
"A Platform for Generating Educational Activities to Teach English as a
  Second Language",2025-04-28 20:43:40+00:00,http://arxiv.org/abs/2504.20251v1,"Aiala Rosá, Santiago Góngora, Juan Pablo Filevich, Ignacio Sastre, Laura Musto, Brian Carpenter, Luis Chiruzzo","cs.CL, cs.AI, cs.CY",games,"We present a platform for the generation of educational activities oriented
to teaching English as a foreign language. The different activities -- games
and language practice exercises -- are strongly based on Natural Language
Processing techniques. The platform offers the possibility of playing
out-of-the-box games, generated from resources created semi-automatically and
then manually curated. It can also generate games or exercises of greater
complexity from texts entered by teachers, providing a stage of review and
edition of the generated content before use. As a way of expanding the variety
of activities in the platform, we are currently experimenting with image and
text generation. In order to integrate them and improve the performance of
other neural tools already integrated, we are working on migrating the platform
to a more powerful server. In this paper we describe the development of our
platform and its deployment for end users, discussing the challenges faced and
how we overcame them, and also detail our future work plans.",,0,2025-04-28
Anyprefer: An Agentic Framework for Preference Data Synthesis,2025-04-27 15:21:59+00:00,http://arxiv.org/abs/2504.19276v1,"Yiyang Zhou, Zhaoyang Wang, Tianle Wang, Shangyu Xing, Peng Xia, Bo Li, Kaiyuan Zheng, Zijian Zhang, Zhaorun Chen, Wenhao Zheng, Xuchao Zhang, Chetan Bansal, Weitong Zhang, Ying Wei, Mohit Bansal, Huaxiu Yao","cs.LG, cs.AI, cs.CL",games,"High-quality preference data is essential for aligning foundation models with
human values through preference learning. However, manual annotation of such
data is often time-consuming and costly. Recent methods often adopt a
self-rewarding approach, where the target model generates and annotates its own
preference data, but this can lead to inaccuracies since the reward model
shares weights with the target model, thereby amplifying inherent biases. To
address these issues, we propose Anyprefer, a framework designed to synthesize
high-quality preference data for aligning the target model. Anyprefer frames
the data synthesis process as a cooperative two-player Markov Game, where the
target model and the judge model collaborate together. Here, a series of
external tools are introduced to assist the judge model in accurately rewarding
the target model's responses, mitigating biases in the rewarding process. In
addition, a feedback mechanism is introduced to optimize prompts for both
models, enhancing collaboration and improving data quality. The synthesized
data is compiled into a new preference dataset, Anyprefer-V1, consisting of 58K
high-quality preference pairs. Extensive experiments show that Anyprefer
significantly improves model alignment performance across four main
applications, covering 21 datasets, achieving average improvements of 18.55% in
five natural language generation datasets, 3.66% in nine vision-language
understanding datasets, 30.05% in three medical image analysis datasets, and
16.00% in four visuo-motor control tasks.",,0,2025-04-27
"LLM-Driven NPCs: Cross-Platform Dialogue System for Games and Social
  Platforms",2025-04-14 14:06:26+00:00,http://arxiv.org/abs/2504.13928,Li Song,,games,"NPCs in traditional games are often limited by static dialogue trees and a
single platform for interaction. To overcome these constraints, this study
presents a prototype system that enables large language model (LLM)-powered
NPCs to communicate with players both in the game en vironment (Unity) and on a
social platform (Discord). Dialogue logs are stored in a cloud database
(LeanCloud), allowing the system to synchronize memory between platforms and
keep conversa tions coherent. Our initial experiments show that cross-platform
interaction is technically feasible and suggest a solid foundation for future
developments such as emotional modeling and persistent memory support.",hf,0,2025-04-14
BlenderGym: Benchmarking Foundational Model Systems for Graphics Editing,2025-04-02 14:51:45+00:00,http://arxiv.org/abs/2504.01786v1,"Yunqi Gu, Ian Huang, Jihyeon Je, Guandao Yang, Leonidas Guibas","cs.GR, cs.LG",games,"3D graphics editing is crucial in applications like movie production and game design, yet it remains a time-consuming process that demands highly specialized domain expertise. Automating this process is challenging because graphical editing requires performing a variety of tasks, each requiring distinct skill sets. Recently, vision-language models (VLMs) have emerged as a powerful framework for automating the editing process, but their development and evaluation are bottlenecked by the lack of a comprehensive benchmark that requires human-level perception and presents real-world editing complexity. In this work, we present BlenderGym, the first comprehensive VLM system benchmark for 3D graphics editing. BlenderGym evaluates VLM systems through code-based 3D reconstruction tasks. We evaluate closed- and open-source VLM systems and observe that even the state-of-the-art VLM system struggles with tasks relatively easy for human Blender users. Enabled by BlenderGym, we study how inference scaling techniques impact VLM's performance on graphics editing tasks. Notably, our findings reveal that the verifier used to guide the scaling of generation can itself be improved through inference scaling, complementing recent insights on inference scaling of LLM generation in coding and math tasks. We further show that inference compute is not uniformly effective and can be optimized by strategically distributing it between generation and verification.",arxiv,0,2025-04-02
"Collaborative Storytelling and LLM: A Linguistic Analysis of
  Automatically-Generated Role-Playing Game Sessions",2025-03-26 15:10:47+00:00,http://arxiv.org/abs/2503.20623v1,Alessandro Maisto,"cs.CL, cs.AI",games,"Role-playing games (RPG) are games in which players interact with one another
to create narratives. The role of players in the RPG is largely based on the
interaction between players and their characters. This emerging form of shared
narrative, primarily oral, is receiving increasing attention. In particular,
many authors investigated the use of an LLM as an actor in the game. In this
paper, we aim to discover to what extent the language of Large Language Models
(LLMs) exhibit oral or written features when asked to generate an RPG session
without human interference. We will conduct a linguistic analysis of the
lexical and syntactic features of the generated texts and compare the results
with analyses of conversations, transcripts of human RPG sessions, and books.
We found that LLMs exhibit a pattern that is distinct from all other text
categories, including oral conversations, human RPG sessions and books. Our
analysis has shown how training influences the way LLMs express themselves and
provides important indications of the narrative capabilities of these tools.",,0,2025-03-26
"Beyond Next Word Prediction: Developing Comprehensive Evaluation
  Frameworks for measuring LLM performance on real world applications",2025-03-05 06:44:38+00:00,http://arxiv.org/abs/2503.04828v1,"Vishakha Agrawal, Archie Chaudhury, Shreya Agrawal","cs.CL, cs.AI, cs.LG",games,"While Large Language Models (LLMs) are fundamentally next-token prediction
systems, their practical applications extend far beyond this basic function.
From natural language processing and text generation to conversational
assistants and software use, LLMs have numerous use-cases, and have already
acquired a significant degree of enterprise adoption. To evaluate such models,
static evaluation datasets, consisting of a set of prompts and their
corresponding ground truths, are often used to benchmark the efficacy of the
model for a particular task. In this paper, we provide the basis for a more
comprehensive evaluation framework, based upon a traditional game and
tool-based architecture that enables a more overarching measurement of a
model's capabilities. For simplicity, we provide a generalized foundation that
can be extended, without significant alteration, to numerous scenarios, from
specific use cases such as supply chain management or financial reasoning, to
abstract measurements such as ethics or safety.",,0,2025-03-05
"Static Vs. Agentic Game Master AI for Facilitating Solo Role-Playing
  Experiences",2025-02-26 19:42:22+00:00,http://arxiv.org/abs/2502.19519,"Nicolai Hejlesen Jørgensen, Sarmilan Tharmabalan, Ilhan Aslan, Nicolai Brodersen Hansen, Timothy Merritt",,games,"This paper presents a game master AI for single-player role-playing games.
The AI is designed to deliver interactive text-based narratives and experiences
typically associated with multiplayer tabletop games like Dungeons & Dragons.
We report on the design process and the series of experiments to improve the
functionality and experience design, resulting in two functional versions of
the system. While v1 of our system uses simplified prompt engineering, v2
leverages a multi-agent architecture and the ReAct framework to include
reasoning and action. A comparative evaluation demonstrates that v2 as an
agentic system maintains play while significantly improving modularity and game
experience, including immersion and curiosity. Our findings contribute to the
evolution of AI-driven interactive fiction, highlighting new avenues for
enhancing solo role-playing experiences.",hf,1,2025-02-26
"WhatELSE: Shaping Narrative Spaces at Configurable Level of Abstraction
  for AI-bridged Interactive Storytelling",2025-02-25 21:02:15+00:00,http://arxiv.org/abs/2502.18641,"Zhuoran Lu, Qian Zhou, Yi Wang",,games,"Generative AI significantly enhances player agency in interactive narratives
(IN) by enabling just-in-time content generation that adapts to player actions.
While delegating generation to AI makes IN more interactive, it becomes
challenging for authors to control the space of possible narratives - within
which the final story experienced by the player emerges from their interaction
with AI. In this paper, we present WhatELSE, an AI-bridged IN authoring system
that creates narrative possibility spaces from example stories. WhatELSE
provides three views (narrative pivot, outline, and variants) to help authors
understand the narrative space and corresponding tools leveraging linguistic
abstraction to control the boundaries of the narrative space. Taking innovative
LLM-based narrative planning approaches, WhatELSE further unfolds the narrative
space into executable game events. Through a user study (N=12) and technical
evaluations, we found that WhatELSE enables authors to perceive and edit the
narrative space and generates engaging interactive narratives at play-time.",hf,0,2025-02-25
Towards Enhanced Immersion and Agency for LLM-based Interactive Drama,2025-02-25 06:06:16+00:00,http://arxiv.org/abs/2502.17878,"Hongqiu Wu, Weiqi Wu, Tianyang Xu, Jiameng Zhang, Hai Zhao",,games,"LLM-based Interactive Drama is a novel AI-based dialogue scenario, where the
user (i.e. the player) plays the role of a character in the story, has
conversations with characters played by LLM agents, and experiences an
unfolding story. This paper begins with understanding interactive drama from
two aspects: Immersion, the player's feeling of being present in the story, and
Agency, the player's ability to influence the story world. Both are crucial to
creating an enjoyable interactive experience, while they have been
underexplored in previous work. To enhance these two aspects, we first propose
Playwriting-guided Generation, a novel method that helps LLMs craft dramatic
stories with substantially improved structures and narrative quality.
Additionally, we introduce Plot-based Reflection for LLM agents to refine their
reactions to align with the player's intentions. Our evaluation relies on human
judgment to assess the gains of our methods in terms of immersion and agency.",hf,0,2025-02-25
Cardiverse: Harnessing LLMs for Novel Card Game Prototyping,2025-02-10 23:47:35+00:00,http://arxiv.org/abs/2502.07128v2,"Danrui Li, Sen Zhang, Sam S. Sohn, Kaidong Hu, Muhammad Usman, Mubbasir Kapadia","cs.CL, cs.AI, cs.MM",games,"The prototyping of computer games, particularly card games, requires extensive human effort in creative ideation and gameplay evaluation. Recent advances in Large Language Models (LLMs) offer opportunities to automate and streamline these processes. However, it remains challenging for LLMs to design novel game mechanics beyond existing databases, generate consistent gameplay environments, and develop scalable gameplay AI for large-scale evaluations. This paper addresses these challenges by introducing a comprehensive automated card game prototyping framework. The approach highlights a graph-based indexing method for generating novel game variations, an LLM-driven system for consistent game code generation validated by gameplay records, and a gameplay AI constructing method that uses an ensemble of LLM-generated heuristic functions optimized through self-play. These contributions aim to accelerate card game prototyping, reduce human labor, and lower barriers to entry for game developers. For code repo visit this http URL https://github.com/danruili/Cardiverse",arxiv,0,2025-02-10
The Odyssey of the Fittest: Can Agents Survive and Still Be Good?,2025-02-08 04:17:28+00:00,http://arxiv.org/abs/2502.05442v1,"Dylan Waldner, Risto Miikkulainen","cs.AI, cs.CY, cs.HC, cs.LG",games,"As AI models grow in power and generality, understanding how agents learn and
make decisions in complex environments is critical to promoting ethical
behavior. This paper examines the ethical implications of implementing
biological drives, specifically, self preservation, into three different
agents. A Bayesian agent optimized with NEAT, a Bayesian agent optimized with
stochastic variational inference, and a GPT 4o agent play a simulated, LLM
generated text based adventure game. The agents select actions at each scenario
to survive, adapting to increasingly challenging scenarios. Post simulation
analysis evaluates the ethical scores of the agent's decisions, uncovering the
tradeoffs they navigate to survive. Specifically, analysis finds that when
danger increases, agents ignore ethical considerations and opt for unethical
behavior. The agents' collective behavior, trading ethics for survival,
suggests that prioritizing survival increases the risk of unethical behavior.
In the context of AGI, designing agents to prioritize survival may amplify the
likelihood of unethical decision making and unintended emergent behaviors,
raising fundamental questions about goal design in AI safety research.",,0,2025-02-08
"Sports and Women's Sports: Gender Bias in Text Generation with Olympic
  Data",2025-02-06 17:01:00+00:00,http://arxiv.org/abs/2502.04218v1,Laura Biester,cs.CL,games,"Large Language Models (LLMs) have been shown to be biased in prior work, as
they generate text that is in line with stereotypical views of the world or
that is not representative of the viewpoints and values of historically
marginalized demographic groups. In this work, we propose using data from
parallel men's and women's events at the Olympic Games to investigate different
forms of gender bias in language models. We define three metrics to measure
bias, and find that models are consistently biased against women when the
gender is ambiguous in the prompt. In this case, the model frequently retrieves
only the results of the men's event with or without acknowledging them as such,
revealing pervasive gender bias in LLMs in the context of athletics.",,0,2025-02-06
RPGBENCH: Evaluating Large Language Models as Role-Playing Game Engines,2025-02-01 23:40:24+00:00,http://arxiv.org/abs/2502.00595,"Pengfei Yu, Dongming Shen, Silin Meng, Jaewon Lee, Weisu Yin, Andrea Yaoyun Cui, Zhenlin Xu, Yi Zhu, Xingjian Shi, Mu Li, Alex Smola",,games,"We present RPGBench, the first benchmark designed to evaluate large language
models (LLMs) as text-based role-playing game (RPG) engines. RPGBench comprises
two core tasks: Game Creation (GC) and Game Simulation (GS). In GC, an LLM must
craft a valid and playable RPG world using a structured event-state
representation, ensuring logical coherence and proper termination conditions.
In GS, the LLM simulates interactive gameplay across multiple rounds while
consistently updating states and enforcing game rules. To comprehensively
assess performance, RPGBench integrates objective and subjective evaluation
methodologies. Objective measures verify adherence to event mechanics and check
variable updates without requiring human intervention. Subjective measures,
such as content interestingness, action quality, and role-playing capability,
are evaluated via an LLM-as-a-judge framework, where a strong LLM grades each
candidate's outputs. Empirical results demonstrate that state-of-the-art LLMs
can produce engaging stories but often struggle to implement consistent,
verifiable game mechanics, particularly in long or complex scenarios. By
combining structured, rule-based assessments with LLM-based judgments, RPGBench
provides a new standard for evaluating how well LLMs can balance creativity,
coherence, and complexity in text-based RPGs, opening avenues for more
immersive and controllable interactive storytelling.",hf,0,2025-02-01
"Solving the Content Gap in Roblox Game Recommendations: LLM-Based
  Profile Generation and Reranking",2025-02-01 06:30:56+00:00,http://arxiv.org/abs/2502.06802v1,"Chen Wang, Xiaokai Wei, Yexi Jiang, Frank Ong, Kevin Gao, Xiao Yu, Zheng Hui, Se-eun Yoon, Philip Yu, Michelle Gong","cs.IR, cs.AI, cs.CL, cs.LG",games,"With the vast and dynamic user-generated content on Roblox, creating
effective game recommendations requires a deep understanding of game content.
Traditional recommendation models struggle with the inconsistent and sparse
nature of game text features such as titles and descriptions. Recent
advancements in large language models (LLMs) offer opportunities to enhance
recommendation systems by analyzing in-game text data. This paper addresses two
challenges: generating high-quality, structured text features for games without
extensive human annotation, and validating these features to ensure they
improve recommendation relevance. We propose an approach that extracts in-game
text and uses LLMs to infer attributes such as genre and gameplay objectives
from raw player interactions. Additionally, we introduce an LLM-based
re-ranking mechanism to assess the effectiveness of the generated text
features, enhancing personalization and user satisfaction. Beyond
recommendations, our approach supports applications such as user
engagement-based integrity detection, already deployed in production. This
scalable framework demonstrates the potential of in-game text understanding to
improve recommendation quality on Roblox and adapt recommendations to its
unique, user-generated ecosystem.",,0,2025-02-01
Beyond checkmate: exploring the creative chokepoints in AI text,2025-01-31 16:57:01+00:00,http://arxiv.org/abs/2501.19301v3,"Nafis Irtiza Tripto, Saranya Venkatraman, Mahjabin Nahar, Dongwon Lee","cs.CL, cs.AI",games,"The rapid advancement of Large Language Models (LLMs) has revolutionized text generation but also raised concerns about potential misuse, making detecting LLM-generated text (AI text) increasingly essential. While prior work has focused on identifying AI text and effectively checkmating it, our study investigates a less-explored territory: portraying the nuanced distinctions between human and AI texts across text segments (introduction, body, and conclusion). Whether LLMs excel or falter in incorporating linguistic ingenuity across text segments, the results will critically inform their viability and boundaries as effective creative assistants to humans. Through an analogy with the structure of chess games, comprising opening, middle, and end games, we analyze segment-specific patterns to reveal where the most striking differences lie. Although AI texts closely resemble human writing in the body segment due to its length, deeper analysis shows a higher divergence in features dependent on the continuous flow of language, making it the most informative segment for detection. Additionally, human texts exhibit greater stylistic variation across segments, offering a new lens for distinguishing them from AI. Overall, our findings provide fresh insights into human-AI text differences and pave the way for more effective and interpretable detection strategies. Codes available at https://github.com/tripto03/chess_inspired_human_ai_text_distinction.",arxiv,0,2025-01-31
Beyond checkmate: exploring the creative chokepoints in AI text,2025-01-31 16:57:01+00:00,http://arxiv.org/abs/2501.19301v1,"Nafis Irtiza Tripto, Saranya Venkatraman, Mahjabin Nahar, Dongwon Lee","cs.CL, cs.AI",games,"Large Language Models (LLMs) have revolutionized Natural Language Processing
(NLP) and Artificial Intelligence (AI), unlocking unprecedented capabilities.
This rapid advancement has spurred research into various aspects of LLMs, their
text generation & reasoning capability, and potential misuse, fueling the
necessity for robust detection methods. While numerous prior research has
focused on detecting LLM-generated text (AI text) and thus checkmating them,
our study investigates a relatively unexplored territory: portraying the
nuanced distinctions between human and AI texts across text segments. Whether
LLMs struggle with or excel at incorporating linguistic ingenuity across
different text segments carries substantial implications for determining their
potential as effective creative assistants to humans. Through an analogy with
the structure of chess games-comprising opening, middle, and end games-we
analyze text segments (introduction, body, and conclusion) to determine where
the most significant distinctions between human and AI texts exist. While AI
texts can approximate the body segment better due to its increased length, a
closer examination reveals a pronounced disparity, highlighting the importance
of this segment in AI text detection. Additionally, human texts exhibit higher
cross-segment differences compared to AI texts. Overall, our research can shed
light on the intricacies of human-AI text distinctions, offering novel insights
for text detection and understanding.",,0,2025-01-31
